datetime,cooking,drinking_water,electrical_appliances,service_water
2018-01-01 00:00:00,0.0,0.0,34.005433333333336,0.0
2018-01-01 01:00:00,0.0,0.0,71.00583333333333,0.0
2018-01-01 02:00:00,0.0,0.0,163.00331666666668,0.0
2018-01-01 03:00:00,0.0,0.0,127.50431666666667,0.0
2018-01-01 04:00:00,234.16770000000002,0.0,86.50661666666667,0.0
2018-01-01 05:00:00,2505.5882166666665,0.0,124.9339,0.0
2018-01-01 06:00:00,7961.669,0.0,191.51703333333333,0.0
2018-01-01 07:00:00,6041.503166666667,50.479,48.34088333333333,135.61199999999997
2018-01-01 08:00:00,351.25165,0.48,350.00631666666663,94.39499999999998
2018-01-01 09:00:00,0.0,0.48,1100.0065333333334,124.37099999999998
2018-01-01 10:00:00,0.0,0.48,1350.0070999999998,0.0
2018-01-01 11:00:00,0.0,0.48,1225.0071833333332,0.0
2018-01-01 12:00:00,0.0,50.47899999999999,1125.00725,0.0
2018-01-01 13:00:00,0.0,0.48,1575.00695,0.0
2018-01-01 14:00:00,0.0,0.48,2100.0065999999997,94.395
2018-01-01 15:00:00,0.0,0.48,1450.0070333333333,159.343
2018-01-01 16:00:00,46.83375,0.48,375.00775,116.87699999999998
2018-01-01 17:00:00,2786.5882833333335,0.48,2800.0061333333333,168.08599999999998
2018-01-01 18:00:00,7446.502700000001,0.48,2350.006433333333,0.0
2018-01-01 19:00:00,6580.085833333333,100.47799999999998,2402.17555,0.0
2018-01-01 20:00:00,46.83523333333333,50.479000000000006,3722.764816666667,0.0
2018-01-01 21:00:00,0.0,50.479000000000006,1461.01285,0.0
2018-01-01 22:00:00,0.0,50.47899999999999,197.01121666666668,0.0
2018-01-01 23:00:00,0.0,50.47899999999999,9.002016666666666,0.0
2018-01-02 00:00:00,0.0,0.0,21.50575,0.0
2018-01-02 01:00:00,0.0,0.0,17.00743333333333,0.0
2018-01-02 02:00:00,0.0,0.0,65.006,0.0
2018-01-02 03:00:00,0.0,0.0,67.50593333333333,0.0
2018-01-02 04:00:00,0.0016,0.0,61.33963333333334,0.0
2018-01-02 05:00:00,2622.6720166666664,0.0,244.59715,0.0
2018-01-02 06:00:00,10116.000800000002,0.0,279.09638333333334,0.0
2018-01-02 07:00:00,4261.8361,100.478,47.00536666666666,88.14999999999999
2018-01-02 08:00:00,0.0010333333333333334,0.48,2.001783333333333,66.91699999999999
2018-01-02 09:00:00,0.0,50.479,0.00375,168.08599999999996
2018-01-02 10:00:00,0.0,50.47899999999999,750.0066833333333,0.0
2018-01-02 11:00:00,0.0,0.48,1325.0071166666667,0.0
2018-01-02 12:00:00,0.0,0.48,950.0073666666666,0.0
2018-01-02 13:00:00,0.0,0.48,4575.0049500000005,0.0
2018-01-02 14:00:00,0.0,0.48,2250.0065,149.351
2018-01-02 15:00:00,0.0,0.48,2850.0061,156.84499999999997
2018-01-02 16:00:00,327.83393333333333,0.48,850.0074333333333,121.87299999999998
2018-01-02 17:00:00,2388.5048500000003,0.48,675.0075499999999,171.83299999999997
2018-01-02 18:00:00,8828.08505,0.48,750.0075,0.0
2018-01-02 19:00:00,5268.753166666667,0.48,1183.341683333333,0.0
2018-01-02 20:00:00,281.0004166666667,100.47799999999998,3586.9301,0.0
2018-01-02 21:00:00,0.0,0.48,3298.346666666667,0.0
2018-01-02 22:00:00,0.0,100.47800000000001,829.2606333333332,0.0
2018-01-02 23:00:00,0.0,0.48,11.501216666666668,0.0
2018-01-03 00:00:00,0.0,0.0,23.004150000000003,0.0
2018-01-03 01:00:00,0.0,0.0,81.0053,0.0
2018-01-03 02:00:00,0.0,0.0,111.50516666666668,0.0
2018-01-03 03:00:00,0.0,0.0,104.00468333333333,0.0
2018-01-03 04:00:00,23.41813333333333,0.0,120.50525,0.0
2018-01-03 05:00:00,4004.2544666666668,0.0,122.68355000000001,0.0
2018-01-03 06:00:00,9483.751250000001,0.0,207.26493333333335,0.0
2018-01-03 07:00:00,3395.4219166666667,0.48,76.00705000000002,70.66399999999999
2018-01-03 08:00:00,0.0013166666666666667,50.479,639.0065166666667,65.66799999999999
2018-01-03 09:00:00,0.0,50.479,2325.0061,200.56
2018-01-03 10:00:00,0.0,100.47799999999998,3200.0058666666664,0.0
2018-01-03 11:00:00,0.0,50.479,3550.005633333333,0.0
2018-01-03 12:00:00,0.0,50.479000000000006,2025.0066499999998,0.0
2018-01-03 13:00:00,0.0,0.48,75.00795000000001,0.0
2018-01-03 14:00:00,0.0,50.479,1825.0067833333333,114.37899999999999
2018-01-03 15:00:00,0.0,0.48,350.00776666666667,224.291
2018-01-03 16:00:00,351.2511166666667,0.48,2325.00645,58.17399999999999
2018-01-03 17:00:00,4613.087033333334,0.48,3675.00555,168.08599999999998
2018-01-03 18:00:00,8242.668800000001,0.48,1325.0071166666667,0.0
2018-01-03 19:00:00,3887.1706166666663,0.48,0.25893333333333335,0.0
2018-01-03 20:00:00,23.41758333333333,0.48,1149.5175333333332,0.0
2018-01-03 21:00:00,0.0,0.48,1853.26105,0.0
2018-01-03 22:00:00,0.0,50.479,226.50974999999997,0.0
2018-01-03 23:00:00,0.0,0.48,18.334566666666667,0.0
2018-01-04 00:00:00,0.0,0.0,0.0032333333333333333,0.0
2018-01-04 01:00:00,0.0,0.0,19.00336666666667,0.0
2018-01-04 02:00:00,0.0,0.0,53.002233333333336,0.0
2018-01-04 03:00:00,0.0,0.0,44.00253333333333,0.0
2018-01-04 04:00:00,0.0005833333333333334,0.0,38.503816666666665,0.0
2018-01-04 05:00:00,1568.9215333333332,0.0,108.00773333333333,0.0
2018-01-04 06:00:00,9155.918150000001,0.0,99.59131666666667,0.0
2018-01-04 07:00:00,6299.086566666667,50.479000000000006,13.002949999999998,148.10199999999998
2018-01-04 08:00:00,0.00245,0.48,0.00235,130.61599999999999
2018-01-04 09:00:00,0.0,50.479,0.0036,158.094
2018-01-04 10:00:00,0.0,0.48,0.004,0.0
2018-01-04 11:00:00,0.0,50.479,0.004,0.0
2018-01-04 12:00:00,0.0,0.48,1250.0031666666666,0.0
2018-01-04 13:00:00,0.0,0.48,2425.0023833333335,0.0
2018-01-04 14:00:00,0.0,0.48,2450.002366666667,88.14999999999999
2018-01-04 15:00:00,0.0,50.479000000000006,1500.003,83.15399999999998
2018-01-04 16:00:00,0.00165,50.479,425.00371666666666,201.80899999999997
2018-01-04 17:00:00,4917.5036,0.48,1350.0031000000001,88.14999999999999
2018-01-04 18:00:00,11122.91675,0.48,425.00371666666666,0.0
2018-01-04 19:00:00,889.8394000000001,0.48,1075.0038166666666,0.0
2018-01-04 20:00:00,0.00035,50.479,920.84035,0.0
2018-01-04 21:00:00,0.0,50.479,1094.9225333333334,0.0
2018-01-04 22:00:00,0.0,50.479000000000006,107.00359999999999,0.0
2018-01-04 23:00:00,0.0,0.48,5.0001500000000005,0.0
2018-01-05 00:00:00,0.0,0.0,16.002966666666666,0.0
2018-01-05 01:00:00,0.0,0.0,60.00299999999999,0.0
2018-01-05 02:00:00,0.0,0.0,38.502916666666664,0.0
2018-01-05 03:00:00,0.0,0.0,19.00336666666667,0.0
2018-01-05 04:00:00,0.0023666666666666667,0.0,94.50226666666667,0.0
2018-01-05 05:00:00,4074.504566666667,0.0,67.1754,0.0
2018-01-05 06:00:00,10022.334200000001,0.0,98.7574,0.0
2018-01-05 07:00:00,3114.4211499999997,50.479,23.83621666666667,155.596
2018-01-05 08:00:00,0.00025,0.48,15.502766666666668,154.34699999999998
2018-01-05 09:00:00,0.0,0.48,875.0017666666666,35.69199999999999
2018-01-05 10:00:00,0.0,0.48,775.0034833333333,0.0
2018-01-05 11:00:00,0.0,0.48,175.00388333333333,0.0
2018-01-05 12:00:00,0.0,50.479,0.004,0.0
2018-01-05 13:00:00,0.0,0.48,900.0034,0.0
2018-01-05 14:00:00,0.0,0.48,2325.00245,134.36299999999997
2018-01-05 15:00:00,0.0,0.48,1100.0032666666666,106.88499999999996
2018-01-05 16:00:00,0.0019,50.479,1500.003,234.283
2018-01-05 17:00:00,2950.5057166666666,150.47699999999998,325.00378333333333,76.90899999999999
2018-01-05 18:00:00,9952.08425,0.48,1350.0031000000001,0.0
2018-01-05 19:00:00,3770.0873500000007,50.479,1725.0031666666669,0.0
2018-01-05 20:00:00,210.7514,0.48,755.2572166666666,0.0
2018-01-05 21:00:00,0.0,50.47899999999999,133.33913333333334,0.0
2018-01-05 22:00:00,0.0,0.48,48.33923333333333,0.0
2018-01-05 23:00:00,0.0,0.48,1.6677,0.0
2018-01-06 00:00:00,0.0,0.0,0.0029666666666666665,0.0
2018-01-06 01:00:00,0.0,0.0,11.503616666666668,0.0
2018-01-06 02:00:00,0.0,0.0,36.50278333333334,0.0
2018-01-06 03:00:00,0.0,0.0,98.00148333333333,0.0
2018-01-06 04:00:00,163.91843333333333,0.0,110.50265000000002,0.0
2018-01-06 05:00:00,5596.587166666667,0.0,106.84075,0.0
2018-01-06 06:00:00,9085.6682,0.0,141.83858333333333,0.0
2018-01-06 07:00:00,2037.2554666666667,0.48,14.501666666666667,94.39499999999998
2018-01-06 08:00:00,0.0010166666666666666,0.48,0.00028333333333333335,158.09399999999997
2018-01-06 09:00:00,0.0,0.48,850.0021333333333,168.08599999999998
2018-01-06 10:00:00,0.0,0.48,1750.0028333333332,0.0
2018-01-06 11:00:00,0.0,0.48,425.00371666666666,0.0
2018-01-06 12:00:00,0.0,0.48,1100.0032666666666,0.0
