datetime,drinking_water,electrical_appliances,service_water
2023-01-01 00:00:00,0.0,0.0,0.0
2023-01-01 01:00:00,0.0,0.0,0.0
2023-01-01 02:00:00,0.0,0.0,0.0
2023-01-01 03:00:00,0.0,0.0,0.0
2023-01-01 04:00:00,0.0,195.9148666666665,0.0
2023-01-01 05:00:00,0.0,5552.299700000011,430.09999999999997
2023-01-01 06:00:00,1463.8080000000027,21895.772016666724,9608.14566666669
2023-01-01 07:00:00,1606.2890000000034,14675.191283333377,34021.72333333339
2023-01-01 08:00:00,0.0,2105.8949166666653,40347.8036666667
2023-01-01 09:00:00,0.0,693.9007499999962,15877.11383333336
2023-01-01 10:00:00,8.272000000000007,674.4296999999956,16892.987333333374
2023-01-01 11:00:00,8.269000000000005,572.5244333333303,15061.83033333336
2023-01-01 12:00:00,0.0,621.2710999999963,0.0
2023-01-01 13:00:00,0.0,670.0166333333294,5155.591333333335
2023-01-01 14:00:00,0.0,676.34843333333,9208.163333333334
2023-01-01 15:00:00,0.0,725.8473666666638,8582.030666666667
2023-01-01 16:00:00,0.0,2563.976899999995,17752.06933333336
2023-01-01 17:00:00,0.0,30005.507733333405,37570.06733333336
2023-01-01 18:00:00,1358.8220000000035,44795.23121666675,582.4960000000015
2023-01-01 19:00:00,1666.2810000000025,34984.704150000034,10720.325666666691
2023-01-01 20:00:00,0.0,32138.5239166667,9751.493333333365
2023-01-01 21:00:00,0.0,22133.45013333337,0.0
2023-01-01 22:00:00,0.0,5543.9441500000075,0.0
2023-01-01 23:00:00,0.0,378.13251666666633,0.0
2023-01-02 00:00:00,0.0,1302.6207499999996,0.0
2023-01-02 01:00:00,0.0,6022.597850000005,0.0
2023-01-02 02:00:00,0.0,7950.0850000000055,0.0
2023-01-02 03:00:00,0.0,8385.082216666671,0.0
2023-01-02 04:00:00,0.0,9192.96678333334,0.0
2023-01-02 05:00:00,0.0,16739.020900000018,515.4119999999999
2023-01-02 06:00:00,1553.7960000000012,31947.421066666724,9652.637333333361
2023-01-02 07:00:00,1508.8020000000024,35072.63845000005,37053.84500000006
2023-01-02 08:00:00,0.0,51824.5474,27952.637666666706
2023-01-02 09:00:00,0.0,58983.834016666675,14291.357833333363
2023-01-02 10:00:00,8.262000000000006,64206.88413333334,15583.537000000033
2023-01-02 11:00:00,8.279000000000007,101163.74784999999,13505.993166666693
2023-01-02 12:00:00,0.0,148525.57294999997,0.0
2023-01-02 13:00:00,0.0,147163.98678333324,6735.402333333333
2023-01-02 14:00:00,0.0,148876.14203333325,10433.029333333337
2023-01-02 15:00:00,0.0,137071.67048333326,11319.104000000007
2023-01-02 16:00:00,0.0,84065.32210000002,29745.912666666693
2023-01-02 17:00:00,0.0,63813.51990000009,35277.57166666671
2023-01-02 18:00:00,1516.3010000000024,60655.160116666746,597.0040000000009
2023-01-02 19:00:00,1516.301000000002,48849.42093333337,10412.292000000029
2023-01-02 20:00:00,0.0,43641.3804166667,10889.143666666694
2023-01-02 21:00:00,0.0,33834.45480000004,0.0
2023-01-02 22:00:00,0.0,14129.40103333335,0.0
2023-01-02 23:00:00,0.0,4789.399400000002,0.0
2023-01-03 00:00:00,0.0,2852.6112166666694,0.0
2023-01-03 01:00:00,0.0,6662.593583333338,0.0
2023-01-03 02:00:00,0.0,8200.083333333338,0.0
2023-01-03 03:00:00,0.0,8962.578933333341,0.0
2023-01-03 04:00:00,0.0,10618.479833333342,0.0
2023-01-03 05:00:00,0.0,16437.62753333335,469.2840000000008
2023-01-03 06:00:00,1493.804000000002,32884.02950000006,10542.34766666669
2023-01-03 07:00:00,1561.2950000000028,38501.46108333338,46298.83900000005
2023-01-03 08:00:00,0.0,52708.215233333336,36665.39433333336
2023-01-03 09:00:00,0.0,69124.13509999998,15765.16216666669
2023-01-03 10:00:00,8.265000000000006,69875.21778333331,17162.120166666708
2023-01-03 11:00:00,8.276000000000005,93794.91514999999,12827.207333333354
2023-01-03 12:00:00,0.0,141356.8317166666,0.0
2023-01-03 13:00:00,0.0,163579.22388333327,7179.70066666667
2023-01-03 14:00:00,0.0,146519.73709999994,11481.08800000001
2023-01-03 15:00:00,0.0,133168.5189166666,9002.037666666673
2023-01-03 16:00:00,0.0,83429.96720000001,28067.167333333375
2023-01-03 17:00:00,0.0,60089.454416666755,16559.850333333365
2023-01-03 18:00:00,1561.2950000000014,58108.20658333342,595.2680000000013
2023-01-03 19:00:00,1478.8060000000016,48369.78425000004,11024.517000000023
2023-01-03 20:00:00,0.0,45338.43871666671,9511.637333333369
2023-01-03 21:00:00,0.0,33308.53851666671,0.0
2023-01-03 22:00:00,0.0,13261.634500000011,0.0
2023-01-03 23:00:00,0.0,4182.987133333334,0.0
2023-01-04 00:00:00,0.0,2685.111233333333,0.0
2023-01-04 01:00:00,0.0,7142.590383333339,0.0
2023-01-04 02:00:00,0.0,8695.080033333339,0.0
2023-01-04 03:00:00,0.0,9590.074466666672,0.0
2023-01-04 04:00:00,0.0,11010.57998333334,0.0
2023-01-04 05:00:00,0.0,17266.610333333345,474.4920000000009
2023-01-04 06:00:00,1523.8000000000038,31954.17768333339,9777.12933333336
2023-01-04 07:00:00,1613.788000000002,31535.77958333338,40255.88433333339
2023-01-04 08:00:00,0.0,40011.48068333334,41279.875333333366
2023-01-04 09:00:00,0.0,66873.13503333332,16728.04216666669
2023-01-04 10:00:00,8.267000000000007,66000.54981666665,15606.531666666702
2023-01-04 11:00:00,8.274000000000006,100580.1515333333,12130.366333333353
2023-01-04 12:00:00,0.0,139102.8519666666,0.0
2023-01-04 13:00:00,0.0,149058.73036666663,6889.387333333334
2023-01-04 14:00:00,0.0,143928.1663166666,10355.043333333342
2023-01-04 15:00:00,0.0,136262.68303333325,7829.986000000001
2023-01-04 16:00:00,0.0,97304.57783333333,22223.5356666667
2023-01-04 17:00:00,0.0,60698.29480000008,21947.2516666667
2023-01-04 18:00:00,1456.309000000004,60805.37671666675,584.8520000000017
2023-01-04 19:00:00,1501.3030000000017,48706.926266666705,10702.956333333363
2023-01-04 20:00:00,0.0,45089.26578333337,10211.21733333336
2023-01-04 21:00:00,0.0,34280.851933333375,0.0
2023-01-04 22:00:00,0.0,14891.332416666684,0.0
2023-01-04 23:00:00,0.0,5681.567450000005,0.0
2023-01-05 00:00:00,0.0,2550.112750000002,0.0
2023-01-05 01:00:00,0.0,6532.594450000008,0.0
2023-01-05 02:00:00,0.0,8487.581416666673,0.0
2023-01-05 03:00:00,0.0,9265.077066666672,0.0
2023-01-05 04:00:00,0.0,11050.763100000004,0.0
2023-01-05 05:00:00,0.0,17656.001916666683,466.0600000000009
2023-01-05 06:00:00,1508.8020000000022,30747.572383333387,10258.099666666698
2023-01-05 07:00:00,1478.8060000000014,32452.70641666672,39071.94600000007
2023-01-05 08:00:00,0.0,39370.21363333334,23399.174000000028
2023-01-05 09:00:00,0.0,63020.69156666666,16406.264500000023
2023-01-05 10:00:00,8.277000000000006,88297.3698833333,16822.712000000036
2023-01-05 11:00:00,8.264000000000006,103455.81681666664,12035.027500000022
2023-01-05 12:00:00,0.0,138738.58079999994,0.0
2023-01-05 13:00:00,0.0,143529.32278333325,7124.0530000000035
2023-01-05 14:00:00,0.0,145402.26445,10340.409666666676
2023-01-05 15:00:00,0.0,138903.44511666658,8259.254333333332
2023-01-05 16:00:00,0.0,97333.31738333333,35580.84666666669
2023-01-05 17:00:00,0.0,60232.812300000085,27876.70000000004
2023-01-05 18:00:00,1621.2870000000023,58618.13726666676,632.0960000000015
2023-01-05 19:00:00,1486.3050000000032,48131.64843333338,10125.612333333356
2023-01-05 20:00:00,0.0,41653.901583333376,11297.232000000024
2023-01-05 21:00:00,0.0,32396.01463333337,0.0
2023-01-05 22:00:00,0.0,13669.164116666681,0.0
2023-01-05 23:00:00,0.0,4609.985450000002,0.0
2023-01-06 00:00:00,0.0,2332.6146999999996,0.0
2023-01-06 01:00:00,0.0,6137.5970833333395,0.0
2023-01-06 02:00:00,0.0,8375.082166666672,0.0
2023-01-06 03:00:00,0.0,9447.575966666675,0.0
2023-01-06 04:00:00,0.0,11372.167633333342,0.0
2023-01-06 05:00:00,0.0,18335.439600000016,441.7560000000009
2023-01-06 06:00:00,1298.8300000000017,31546.381316666717,10106.729666666693
2023-01-06 07:00:00,1583.7920000000017,29216.463433333378,33630.18500000006
2023-01-06 08:00:00,0.0,39834.34106666668,27924.220666666697
2023-01-06 09:00:00,0.0,71983.54346666666,14678.518000000025
2023-01-06 10:00:00,8.269000000000005,75316.38639999999,16399.119333333365
2023-01-06 11:00:00,8.272000000000006,113354.4009833333,13305.503000000024
2023-01-06 12:00:00,0.0,135195.8290666666,0.0
2023-01-06 13:00:00,0.0,150393.9923166666,6939.039999999999
2023-01-06 14:00:00,0.0,142780.60054999994,10979.656000000006
2023-01-06 15:00:00,0.0,135499.35816666659,10258.57133333334
2023-01-06 16:00:00,0.0,94006.24469999998,26763.030666666702
2023-01-06 17:00:00,0.0,58384.05406666676,39388.3786666667
2023-01-06 18:00:00,1643.7840000000026,61447.06126666675,585.968000000001
2023-01-06 19:00:00,1568.794,49608.808316666706,10555.321000000027
2023-01-06 20:00:00,0.0,44367.56268333337,10404.434666666697
2023-01-06 21:00:00,0.0,33565.15235000004,0.0
2023-01-06 22:00:00,0.0,15108.859816666685,0.0
2023-01-06 23:00:00,0.0,6140.391900000004,0.0
2023-01-07 00:00:00,0.0,2362.6132333333326,0.0
2023-01-07 01:00:00,0.0,6647.59368333334,0.0
2023-01-07 02:00:00,0.0,8170.083533333342,0.0
2023-01-07 03:00:00,0.0,9875.073416666675,0.0
2023-01-07 04:00:00,0.0,11693.469083333339,0.0
2023-01-07 05:00:00,0.0,18429.94103333335,422.66000000000093
2023-01-07 06:00:00,1418.8140000000035,31126.380566666725,10401.919000000029
2023-01-07 07:00:00,1523.800000000003,31086.69328333338,45398.28600000006
2023-01-07 08:00:00,0.0,32058.07500000001,31607.045666666698
2023-01-07 09:00:00,0.0,52957.74610000001,15070.85833333336
2023-01-07 10:00:00,8.275000000000006,88745.20626666665,16943.634666666705
2023-01-07 11:00:00,8.266000000000005,119087.65818333327,12676.230000000021
2023-01-07 12:00:00,0.0,136858.8371166666,0.0
2023-01-07 13:00:00,0.0,150482.96764999995,10086.929666666674
2023-01-07 14:00:00,0.0,141888.9750666666,9856.532333333333
2023-01-07 15:00:00,0.0,127133.18233333327,11235.32966666668
2023-01-07 16:00:00,0.0,89012.79456666666,21582.808666666697
2023-01-07 17:00:00,0.0,63464.72173333343,29819.431000000033
2023-01-07 18:00:00,1501.3030000000033,60465.85800000009,628.6240000000003
2023-01-07 19:00:00,1651.2830000000013,49077.9147166667,9712.591666666694
2023-01-07 20:00:00,0.0,44404.87340000004,9913.063000000033
2023-01-07 21:00:00,0.0,33099.723583333376,0.0
2023-01-07 22:00:00,0.0,14304.41371666668,0.0
2023-01-07 23:00:00,0.0,4836.734316666671,0.0
2023-01-08 00:00:00,0.0,0.0,0.0
2023-01-08 01:00:00,0.0,0.0,0.0
2023-01-08 02:00:00,0.0,0.0,0.0
2023-01-08 03:00:00,0.0,0.0,0.0
2023-01-08 04:00:00,0.0,240.76216666666642,0.0
2023-01-08 05:00:00,0.0,5262.192350000009,470.7720000000008
2023-01-08 06:00:00,1553.7960000000028,19534.78791666671,10698.948000000031
2023-01-08 07:00:00,1381.319000000002,15257.438916666712,39434.41000000006
2023-01-08 08:00:00,0.0,1707.61068333333,32603.59533333337
2023-01-08 09:00:00,0.0,563.4825666666635,16705.74616666669
2023-01-08 10:00:00,8.270000000000007,566.7796666666632,15784.46383333337
2023-01-08 11:00:00,8.271000000000006,554.278899999997,12642.30916666669
2023-01-08 12:00:00,0.0,651.847666666663,0.0
2023-01-08 13:00:00,0.0,659.6806666666631,5911.678
2023-01-08 14:00:00,0.0,672.0182833333292,7894.600666666672
2023-01-08 15:00:00,0.0,722.0966333333292,10394.520333333337
2023-01-08 16:00:00,0.0,3037.2637333333296,39046.84433333336
2023-01-08 17:00:00,0.0,32690.86000000008,25714.941333333365
2023-01-08 18:00:00,1681.2790000000032,44657.26968333341,656.2760000000002
2023-01-08 19:00:00,1478.8060000000035,33980.69198333337,9899.868333333363
2023-01-08 20:00:00,0.0,32404.217533333365,10417.760000000026
2023-01-08 21:00:00,0.0,22762.843466666698,0.0
2023-01-08 22:00:00,0.0,5223.660566666674,0.0
2023-01-08 23:00:00,0.0,446.0526166666662,0.0
2023-01-09 00:00:00,0.0,2140.1147999999994,0.0
2023-01-09 01:00:00,0.0,6135.097100000005,0.0
2023-01-09 02:00:00,0.0,8165.083566666671,0.0
2023-01-09 03:00:00,0.0,10058.572316666672,0.0
2023-01-09 04:00:00,0.0,11158.339350000007,0.0
2023-01-09 05:00:00,0.0,17495.115816666683,486.27200000000033
2023-01-09 06:00:00,1591.2910000000002,31662.37505000006,9734.37733333336
2023-01-09 07:00:00,1486.3050000000014,35166.477316666715,35521.238333333386
2023-01-09 08:00:00,0.0,37741.44351666668,37332.0656666667
2023-01-09 09:00:00,0.0,60092.905150000006,16130.983500000028
2023-01-09 10:00:00,8.271000000000006,78583.95844999999,14347.398500000032
2023-01-09 11:00:00,8.270000000000005,111349.91906666664,16099.499333333362
2023-01-09 12:00:00,0.0,133933.50241666663,0.0
2023-01-09 13:00:00,0.0,153387.9942166666,9533.617333333335
2023-01-09 14:00:00,0.0,126462.76024999995,10745.525333333337
2023-01-09 15:00:00,0.0,140607.70049999992,8981.53066666667
2023-01-09 16:00:00,0.0,101654.01758333332,23117.400333333368
2023-01-09 17:00:00,0.0,58465.33618333342,32613.791000000034
2023-01-09 18:00:00,1568.7940000000024,58480.089983333426,605.8080000000011
2023-01-09 19:00:00,1448.8100000000031,49739.7806666667,10872.66366666669
2023-01-09 20:00:00,0.0,45068.911033333374,9849.767666666694
2023-01-09 21:00:00,0.0,33897.46311666671,0.0
2023-01-09 22:00:00,0.0,14046.483983333346,0.0
2023-01-09 23:00:00,0.0,5212.902383333335,0.0
2023-01-10 00:00:00,0.0,1637.6194833333325,0.0
2023-01-10 01:00:00,0.0,5355.102300000002,0.0
2023-01-10 02:00:00,0.0,8197.583350000004,0.0
2023-01-10 03:00:00,0.0,9192.577716666674,0.0
2023-01-10 04:00:00,0.0,11624.913666666673,0.0
2023-01-10 05:00:00,0.0,17783.441550000014,455.76800000000065
2023-01-10 06:00:00,1456.3090000000034,30420.478366666717,10214.489000000025
2023-01-10 07:00:00,1501.3030000000026,33156.24270000005,48512.97100000006
2023-01-10 08:00:00,0.0,45601.409166666665,36853.687333333364
2023-01-10 09:00:00,0.0,61244.342783333326,14400.548666666691
2023-01-10 10:00:00,8.266000000000005,76504.22506666664,18736.021166666706
2023-01-10 11:00:00,8.275000000000006,95569.49024999997,12266.137166666695
2023-01-10 12:00:00,0.0,140173.48818333328,0.0
2023-01-10 13:00:00,0.0,159277.23753333327,6003.986333333334
2023-01-10 14:00:00,0.0,141291.44073333326,10276.383666666674
2023-01-10 15:00:00,0.0,118975.1880333333,8750.510666666667
2023-01-10 16:00:00,0.0,95415.2917,20973.67233333336
2023-01-10 17:00:00,0.0,67988.27705000009,24109.759000000035
2023-01-10 18:00:00,1501.3030000000015,61002.11083333341,622.5480000000011
2023-01-10 19:00:00,1636.2850000000008,49231.824450000044,9684.658333333358
2023-01-10 20:00:00,0.0,44285.079050000044,10266.18433333336
2023-01-10 21:00:00,0.0,33121.316500000044,0.0
2023-01-10 22:00:00,0.0,14893.031833333347,0.0
2023-01-10 23:00:00,0.0,5375.227166666669,0.0
2023-01-11 00:00:00,0.0,3122.609233333335,0.0
2023-01-11 01:00:00,0.0,7435.088433333339,0.0
2023-01-11 02:00:00,0.0,9372.575516666673,0.0
2023-01-11 03:00:00,0.0,9800.323050000006,0.0
2023-01-11 04:00:00,0.0,11691.630083333339,0.0
2023-01-11 05:00:00,0.0,17283.929200000013,443.61600000000067
2023-01-11 06:00:00,1621.2870000000016,32043.515583333396,10522.111666666693
2023-01-11 07:00:00,1576.2930000000028,32986.40168333339,44229.220333333404
2023-01-11 08:00:00,0.0,39482.45541666668,31386.86300000004
2023-01-11 09:00:00,0.0,55658.327483333334,14493.18450000003
